Item,Location,Min Quantity,Max Quantity,no of unit per box,threshould
101011005894,Jeddah,6.00 ,9.00 ,1,50
101011005894,Riyadh,1.00 ,2.00 ,1,50
101011005895,Jeddah,11.00 ,15.00 ,1,50
101011005895,Riyadh,33.00 ,41.00 ,1,50
101011005896,Jeddah,4.00 ,5.00 ,1,50
101011005896,Riyadh,12.00 ,16.00 ,1,50
101011005897,Jeddah,1.00 ,1.00 ,1,50
101011005897,Riyadh,4.00 ,4.00 ,1,50
101011005898,Jeddah,3.00 ,4.00 ,1,50
101011005898,Riyadh,110.00 ,150.00 ,1,50
101011005899,Jeddah,4.00 ,5.00 ,1,50
101011005899,Riyadh,26.00 ,32.00 ,1,50
101011005900,Jeddah,8.00 ,11.00 ,1,50
101011005900,Riyadh,116.00 ,158.00 ,1,50
101011005901,Jeddah,14.00 ,19.00 ,1,50
101011005901,Riyadh,103.00 ,137.00 ,1,50
101011005902,Jeddah,12.00 ,15.00 ,1,50
101011005902,Riyadh,32.00 ,42.00 ,1,50
101011005904,Jeddah,5.00 ,6.00 ,1,50
101011005904,Riyadh,2.00 ,3.00 ,1,50
101011005905,Jeddah,6.00 ,8.00 ,1,50
101011005905,Riyadh,19.00 ,26.00 ,1,50
101011005908,Jeddah,2.00 ,3.00 ,1,50
101011005908,Riyadh,11.00 ,15.00 ,1,50
101011005912,Jeddah,8.00 ,10.00 ,1,50
101011005913,Jeddah,2.00 ,2.00 ,1,50
101011005914,Jeddah,6.00 ,7.00 ,1,50
101011005919,Jeddah,1.00 ,1.00 ,1,50
101011005919,Riyadh,18.00 ,22.00 ,1,50
101011005928,Jeddah,157.00 ,197.00 ,1,50
101011005928,Riyadh,62.00 ,75.00 ,1,50
101011005933,Jeddah,6.00 ,7.00 ,1,50
101011005934,Jeddah,9.00 ,12.00 ,1,50
101011005934,Riyadh,2.00 ,2.00 ,1,50
101011005935,Jeddah,2.00 ,4.00 ,1,50
101011005936,Jeddah,4.00 ,5.00 ,1,50
101011006038,Jeddah,10.00 ,13.00 ,1,50
101011006039,Jeddah,4.00 ,5.00 ,1,50
101011006040,Jeddah,29.00 ,39.00 ,1,50
101011006040,Riyadh,2.00 ,2.00 ,1,50
101011006082,Jeddah,22.00 ,27.00 ,1,50
101011006082,Riyadh,90.00 ,111.00 ,1,50
101011006083,Riyadh,2.00 ,3.00 ,1,50
101011006084,Riyadh,6.00 ,8.00 ,1,50
101011006085,Riyadh,10.00 ,13.00 ,1,50
101011006086,Riyadh,16.00 ,20.00 ,1,50
101011006088,Jeddah,15.00 ,20.00 ,1,50
101011006088,Riyadh,33.00 ,40.00 ,1,50
101011006089,Riyadh,2.00 ,2.00 ,1,50
101011006090,Riyadh,2.00 ,2.00 ,1,50
101011006094,Jeddah,106.00 ,138.00 ,1,50
101011006094,Riyadh,340.00 ,419.00 ,1,50
101011006123,Jeddah,3.00 ,4.00 ,1,50
101011006124,Jeddah,10.00 ,12.00 ,1,50
101011006338,Riyadh,10.00 ,12.00 ,1,50
101011006387,Jeddah,2.00 ,2.00 ,1,50
101011006447,Jeddah,2.00 ,2.00 ,1,50
101011006448,Jeddah,1.00 ,1.00 ,1,50
101011006478,Jeddah,21.00 ,26.00 ,1,50
101011006478,Riyadh,23.00 ,27.00 ,1,50
101011006479,Jeddah,19.00 ,24.00 ,1,50
101011006479,Riyadh,22.00 ,27.00 ,1,50
101011006488,Jeddah,99.00 ,130.00 ,1,50
101011006488,Riyadh,106.00 ,131.00 ,1,50
101011006489,Jeddah,24.00 ,31.00 ,1,50
101011006489,Riyadh,19.00 ,24.00 ,1,50
101011006521,Jeddah,2.00 ,4.00 ,1,50
101011006521,Riyadh,4.00 ,5.00 ,1,50
101011006523,Jeddah,2.00 ,3.00 ,1,50
101011006523,Riyadh,5.00 ,6.00 ,1,50
101011006525,Jeddah,3.00 ,4.00 ,1,50
101011006525,Riyadh,9.00 ,12.00 ,1,50
101011006526,Jeddah,2.00 ,2.00 ,1,50
101011006526,Riyadh,2.00 ,2.00 ,1,50
101011006527,Jeddah,26.00 ,35.00 ,1,50
101011006527,Riyadh,30.00 ,41.00 ,1,50
101011006528,Riyadh,2.00 ,2.00 ,1,50
101011006530,Jeddah,2.00 ,2.00 ,1,50
101011006531,Jeddah,1.00 ,1.00 ,1,50
101011006533,Riyadh,1.00 ,2.00 ,1,50
101011006534,Jeddah,1.00 ,1.00 ,1,50
101011006535,Riyadh,1.00 ,2.00 ,1,50
101011006537,Jeddah,1.00 ,1.00 ,1,50
101011006538,Jeddah,9.00 ,12.00 ,1,50
101011006538,Riyadh,1.00 ,1.00 ,1,50
101011006539,Jeddah,1.00 ,1.00 ,1,50
101011006544,Jeddah,3.00 ,4.00 ,1,50
101011006545,Jeddah,1.00 ,1.00 ,1,50
101011006546,Jeddah,3.00 ,4.00 ,1,50
101011006547,Jeddah,6.00 ,7.00 ,1,50
101011006549,Jeddah,1.00 ,1.00 ,1,50
101011006550,Jeddah,1.00 ,1.00 ,1,50
101011006552,Jeddah,5.00 ,8.00 ,1,50
101011006552,Riyadh,1.00 ,2.00 ,1,50
101011006553,Jeddah,1.00 ,1.00 ,1,50
101011006553,Riyadh,2.00 ,2.00 ,1,50
101011006556,Jeddah,1.00 ,2.00 ,1,50
101011006556,Riyadh,"1,200.00 ","1,519.00 ",1,50
101011006557,Jeddah,2.00 ,3.00 ,1,50
101011006557,Riyadh,860.00 ,"1,043.00 ",1,50
101011006558,Riyadh,36.00 ,46.00 ,1,50
101011006566,Jeddah,3.00 ,4.00 ,1,50
101011006566,Riyadh,9.00 ,11.00 ,1,50
101011006567,Jeddah,2.00 ,2.00 ,1,50
101011006567,Riyadh,8.00 ,11.00 ,1,50
101011006568,Jeddah,2.00 ,2.00 ,1,50
101011006571,Jeddah,21.00 ,26.00 ,1,50
101011006572,Jeddah,5.00 ,8.00 ,1,50
101011006572,Riyadh,5.00 ,6.00 ,1,50
101011006575,Jeddah,1.00 ,1.00 ,1,50
101011006576,Jeddah,15.00 ,19.00 ,1,50
101011006576,Riyadh,4.00 ,4.00 ,1,50
101011006578,Jeddah,1.00 ,1.00 ,1,50
101011006579,Riyadh,26.00 ,32.00 ,1,50
101011006582,Jeddah,29.00 ,39.00 ,1,50
101011006583,Jeddah,2.00 ,2.00 ,1,50
101011006584,Jeddah,1.00 ,1.00 ,1,50
101011006585,Jeddah,16.00 ,21.00 ,1,50
101011006585,Riyadh,33.00 ,39.00 ,1,50
101011006586,Jeddah,7.00 ,9.00 ,1,50
101011006586,Riyadh,5.00 ,6.00 ,1,50
101011006588,Jeddah,49.00 ,64.00 ,1,50
101011006588,Riyadh,21.00 ,25.00 ,1,50
101011006589,Jeddah,4.00 ,5.00 ,1,50
101011006590,Jeddah,3.00 ,5.00 ,1,50
101011006590,Riyadh,5.00 ,6.00 ,1,50
101011006593,Jeddah,1.00 ,1.00 ,1,50
101011006594,Jeddah,2.00 ,2.00 ,1,50
101011006594,Riyadh,63.00 ,80.00 ,1,50
101011006596,Jeddah,5.00 ,6.00 ,1,50
101011006596,Riyadh,10.00 ,14.00 ,1,50
101011006600,Jeddah,1.00 ,1.00 ,1,50
101011006601,Jeddah,1.00 ,1.00 ,1,50
101011006601,Riyadh,3.00 ,4.00 ,1,50
101011006602,Riyadh,7.00 ,8.00 ,1,50
101011006604,Jeddah,2.00 ,2.00 ,1,50
101011006606,Jeddah,10.00 ,13.00 ,1,50
101011006607,Jeddah,2.00 ,3.00 ,1,50
101011006608,Jeddah,9.00 ,11.00 ,1,50
101011006609,Jeddah,8.00 ,10.00 ,1,50
101011006609,Riyadh,25.00 ,35.00 ,1,50
101011006614,Jeddah,2.00 ,2.00 ,1,50
101011006619,Jeddah,1.00 ,2.00 ,1,50
101011006619,Riyadh,12.00 ,15.00 ,1,50
101011006625,Jeddah,6.00 ,8.00 ,1,50
101011006625,Riyadh,20.00 ,27.00 ,1,50
101011006626,Jeddah,5.00 ,6.00 ,1,50
101011006627,Jeddah,9.00 ,12.00 ,1,50
101011006631,Jeddah,2.00 ,3.00 ,1,50
101011006631,Riyadh,36.00 ,44.00 ,1,50
101011006633,Jeddah,1.00 ,1.00 ,1,50
101011006634,Jeddah,10.00 ,14.00 ,1,50
101011006645,Jeddah,1.00 ,2.00 ,1,50
101011006648,Jeddah,1.00 ,1.00 ,1,50
101011006650,Jeddah,65.00 ,85.00 ,1,50
101011006650,Riyadh,16.00 ,20.00 ,1,50
101011006658,Jeddah,1.00 ,1.00 ,1,50
101011006659,Jeddah,9.00 ,11.00 ,1,50
101011006663,Jeddah,4.00 ,5.00 ,1,50
101011006663,Riyadh,7.00 ,8.00 ,1,50
101011006664,Jeddah,1.00 ,2.00 ,1,50
101011006665,Jeddah,2.00 ,3.00 ,1,50
101011006666,Jeddah,2.00 ,2.00 ,1,50
101011006666,Riyadh,14.00 ,17.00 ,1,50
101011006667,Jeddah,5.00 ,6.00 ,1,50
101011006670,Jeddah,8.00 ,11.00 ,1,50
101011006670,Riyadh,6.00 ,7.00 ,1,50
101011006671,Jeddah,4.00 ,6.00 ,1,50
101011006671,Riyadh,4.00 ,4.00 ,1,50
101011006673,Jeddah,3.00 ,4.00 ,1,50
101011006673,Riyadh,19.00 ,26.00 ,1,50
101011006674,Jeddah,10.00 ,13.00 ,1,50
101011006674,Riyadh,4.00 ,4.00 ,1,50
101011006677,Jeddah,2.00 ,3.00 ,1,50
101011006677,Riyadh,17.00 ,23.00 ,1,50
101011006678,Jeddah,1.00 ,1.00 ,1,50
101011006679,Jeddah,2.00 ,3.00 ,1,50
101011006680,Jeddah,1.00 ,2.00 ,1,50
101011006680,Riyadh,3.00 ,4.00 ,1,50
101011006681,Jeddah,1.00 ,1.00 ,1,50
101011006681,Riyadh,4.00 ,5.00 ,1,50
101011006682,Jeddah,39.00 ,48.00 ,1,50
101011006682,Riyadh,28.00 ,35.00 ,1,50
101011006689,Jeddah,47.00 ,64.00 ,1,50
101011006689,Riyadh,118.00 ,161.00 ,1,50
101011006690,Jeddah,2.00 ,3.00 ,1,50
101011006690,Riyadh,215.00 ,280.00 ,1,50
101011006692,Jeddah,129.00 ,190.00 ,1,50
101011006692,Riyadh,147.00 ,183.00 ,1,50
101011006693,Jeddah,59.00 ,79.00 ,1,50
101011006693,Riyadh,160.00 ,200.00 ,1,50
101011006695,Jeddah,3.00 ,4.00 ,1,50
101011006695,Riyadh,3.00 ,4.00 ,1,50
101011006696,Jeddah,2.00 ,3.00 ,1,50
101011006697,Jeddah,23.00 ,28.00 ,1,50
101011006698,Jeddah,1.00 ,1.00 ,1,50
101011006698,Riyadh,1.00 ,1.00 ,1,50
101011006699,Jeddah,1.00 ,1.00 ,1,50
101011006701,Jeddah,2.00 ,3.00 ,1,50
101011006706,Riyadh,14.00 ,17.00 ,1,50
101011006708,Jeddah,9.00 ,12.00 ,1,50
101011006709,Jeddah,2.00 ,3.00 ,1,50
101011006710,Jeddah,13.00 ,17.00 ,1,50
101011006710,Riyadh,8.00 ,10.00 ,1,50
101011006711,Jeddah,1.00 ,1.00 ,1,50
101011006712,Jeddah,1.00 ,1.00 ,1,50
101011006718,Jeddah,2.00 ,2.00 ,1,50
101011006719,Jeddah,2.00 ,3.00 ,1,50
101011006719,Riyadh,21.00 ,25.00 ,1,50
101011006720,Jeddah,1.00 ,1.00 ,1,50
101011006721,Jeddah,1.00 ,1.00 ,1,50
101011006722,Jeddah,1.00 ,1.00 ,1,50
101011006722,Riyadh,9.00 ,11.00 ,1,50
101011006726,Jeddah,1.00 ,2.00 ,1,50
101011006726,Riyadh,9.00 ,12.00 ,1,50
101011006727,Jeddah,2.00 ,3.00 ,1,50
101011006728,Jeddah,10.00 ,13.00 ,1,50
101011006728,Riyadh,40.00 ,48.00 ,1,50
101011006729,Jeddah,4.00 ,5.00 ,1,50
101011006729,Riyadh,35.00 ,43.00 ,1,50
101011006730,Jeddah,1.00 ,1.00 ,1,50
101011006730,Riyadh,18.00 ,21.00 ,1,50
101011006735,Jeddah,1.00 ,1.00 ,1,50
101011006735,Riyadh,8.00 ,10.00 ,1,50
101011006736,Riyadh,2.00 ,2.00 ,1,50
101011006737,Jeddah,1.00 ,2.00 ,1,50
101011006739,Jeddah,2.00 ,3.00 ,1,50
101011006741,Jeddah,1.00 ,1.00 ,1,50
101011006742,Jeddah,7.00 ,10.00 ,1,50
101011006742,Riyadh,21.00 ,25.00 ,1,50
101011006748,Riyadh,2.00 ,2.00 ,1,50
101011006752,Jeddah,1.00 ,1.00 ,1,50
101011006758,Jeddah,1.00 ,1.00 ,1,50
101011006760,Jeddah,4.00 ,6.00 ,1,50
101011006760,Riyadh,1.00 ,2.00 ,1,50
101011006761,Riyadh,2.00 ,3.00 ,1,50
101011006762,Jeddah,1.00 ,1.00 ,1,50
101011006779,Jeddah,123.00 ,155.00 ,1,50
101011006779,Riyadh,2.00 ,2.00 ,1,50
101011006780,Jeddah,14.00 ,18.00 ,1,50
101011006780,Riyadh,2.00 ,3.00 ,1,50
101011006781,Jeddah,742.00 ,872.00 ,1,50
101011006782,Jeddah,668.00 ,739.00 ,1,50
101011006783,Jeddah,1.00 ,1.00 ,1,50
101011006784,Jeddah,1.00 ,1.00 ,1,50
101011006787,Jeddah,2.00 ,2.00 ,1,50
101011006791,Riyadh,12.00 ,15.00 ,1,50
101011006792,Jeddah,6.00 ,8.00 ,1,50
101011006795,Jeddah,28.00 ,37.00 ,1,50
101011006795,Riyadh,16.00 ,20.00 ,1,50
101011006796,Jeddah,5.00 ,7.00 ,1,50
101011006797,Jeddah,1.00 ,1.00 ,1,50
101011006801,Jeddah,40.00 ,51.00 ,1,50
101011006801,Riyadh,5.00 ,6.00 ,1,50
101011006802,Jeddah,54.00 ,69.00 ,1,50
101011006802,Riyadh,6.00 ,7.00 ,1,50
101011006803,Jeddah,2.00 ,3.00 ,1,50
101011006803,Riyadh,1.00 ,1.00 ,1,50
101011006804,Jeddah,34.00 ,50.00 ,1,50
101011006804,Riyadh,52.00 ,62.00 ,1,50
101011006807,Jeddah,2.00 ,2.00 ,1,50
101011006808,Jeddah,2.00 ,2.00 ,1,50
101011006809,Jeddah,1.00 ,1.00 ,1,50
101011006810,Jeddah,9.00 ,12.00 ,1,50
101011006814,Jeddah,6.00 ,7.00 ,1,50
101011006814,Riyadh,3.00 ,3.00 ,1,50
101011006815,Jeddah,1.00 ,1.00 ,1,50
101011006818,Jeddah,32.00 ,46.00 ,1,50
101011006818,Riyadh,38.00 ,45.00 ,1,50
101011006819,Jeddah,1.00 ,1.00 ,1,50
101011006819,Riyadh,7.00 ,9.00 ,1,50
101011006820,Jeddah,1.00 ,2.00 ,1,50
101011006821,Jeddah,2.00 ,3.00 ,1,50
101011006821,Riyadh,4.00 ,4.00 ,1,50
101011006822,Jeddah,1.00 ,1.00 ,1,50
101011006822,Riyadh,3.00 ,3.00 ,1,50
101011006823,Jeddah,6.00 ,8.00 ,1,50
101011006823,Riyadh,3.00 ,3.00 ,1,50
101011006826,Jeddah,4.00 ,5.00 ,1,50
101011006827,Jeddah,12.00 ,16.00 ,1,50
101011006827,Riyadh,2.00 ,3.00 ,1,50
101011006828,Jeddah,1.00 ,1.00 ,1,50
101011006833,Jeddah,10.00 ,13.00 ,1,50
101011006833,Riyadh,18.00 ,23.00 ,1,50
101011006834,Jeddah,2.00 ,3.00 ,1,50
101011006834,Riyadh,8.00 ,10.00 ,1,50
101011006835,Jeddah,9.00 ,11.00 ,1,50
101011006835,Riyadh,61.00 ,76.00 ,1,50
101011006836,Jeddah,3.00 ,3.00 ,1,50
101011006836,Riyadh,3.00 ,4.00 ,1,50
101011006837,Jeddah,2.00 ,2.00 ,1,50
101011006837,Riyadh,3.00 ,4.00 ,1,50
101011006841,Jeddah,12.00 ,16.00 ,1,50
101011006844,Riyadh,11.00 ,13.00 ,1,50
101011006845,Jeddah,2.00 ,3.00 ,1,50
101011006857,Jeddah,18.00 ,23.00 ,1,50
101011006859,Jeddah,1.00 ,1.00 ,1,50
101011006893,Jeddah,59.00 ,76.00 ,1,50
101011006894,Jeddah,1.00 ,2.00 ,1,50
101011006921,Jeddah,16.00 ,23.00 ,1,50
101011006921,Riyadh,4.00 ,6.00 ,1,50
101011007227,Jeddah,4.00 ,5.00 ,1,50
101011007227,Riyadh,9.00 ,11.00 ,1,50
101011007261,Jeddah,1.00 ,1.00 ,1,50
101011007262,Jeddah,1.00 ,2.00 ,1,50
101011007267,Jeddah,6.00 ,8.00 ,1,50
101011007268,Jeddah,4.00 ,6.00 ,1,50
101011007270,Jeddah,40.00 ,52.00 ,1,50
101011007271,Jeddah,211.00 ,264.00 ,1,50
101011007271,Riyadh,160.00 ,199.00 ,1,50
101011007272,Jeddah,4.00 ,5.00 ,1,50
101011007276,Jeddah,41.00 ,64.00 ,1,50
101011007276,Riyadh,314.00 ,428.00 ,1,50
101011007281,Jeddah,1.00 ,2.00 ,1,50
101011007281,Riyadh,10.00 ,12.00 ,1,50
101011007282,Jeddah,84.00 ,106.00 ,1,50
101011007282,Riyadh,282.00 ,343.00 ,1,50
101011007285,Jeddah,2.00 ,2.00 ,1,50
101011007286,Jeddah,2.00 ,3.00 ,1,50
101011007289,Jeddah,50.00 ,69.00 ,1,50
101011007289,Riyadh,238.00 ,284.00 ,1,50
101011007290,Jeddah,4.00 ,5.00 ,1,50
101011007290,Riyadh,1.00 ,1.00 ,1,50
101011007291,Jeddah,4.00 ,5.00 ,1,50
101011007291,Riyadh,1.00 ,1.00 ,1,50
101011007292,Jeddah,2.00 ,2.00 ,1,50
101011007294,Jeddah,2.00 ,3.00 ,1,50
101011007330,Jeddah,1.00 ,1.00 ,1,50
101011007331,Jeddah,1.00 ,1.00 ,1,50
101011007332,Jeddah,1.00 ,1.00 ,1,50
101011007333,Jeddah,1.00 ,1.00 ,1,50
101011008038,Jeddah,1.00 ,1.00 ,1,50
101011008038,Riyadh,4.00 ,5.00 ,1,50
101011008039,Jeddah,1.00 ,2.00 ,1,50
101011008039,Riyadh,23.00 ,29.00 ,1,50
101011008040,Jeddah,49.00 ,66.00 ,1,50
101011008041,Jeddah,1.00 ,1.00 ,1,50
101011008042,Jeddah,2.00 ,2.00 ,1,50
101011008042,Riyadh,8.00 ,10.00 ,1,50
101011008046,Jeddah,1.00 ,1.00 ,1,50
101011008046,Riyadh,1.00 ,2.00 ,1,50
101011008049,Jeddah,5.00 ,7.00 ,1,50
101011008049,Riyadh,38.00 ,51.00 ,1,50
101011008050,Jeddah,19.00 ,25.00 ,1,50
101011008050,Riyadh,16.00 ,19.00 ,1,50
101011008051,Jeddah,8.00 ,10.00 ,1,50
101011008051,Riyadh,15.00 ,18.00 ,1,50
101011008052,Jeddah,7.00 ,9.00 ,1,50
101011008064,Jeddah,1.00 ,1.00 ,1,50
101011008065,Jeddah,1.00 ,1.00 ,1,50
101011008077,Jeddah,2.00 ,2.00 ,1,50
101011008081,Jeddah,1.00 ,1.00 ,1,50
101011008081,Riyadh,8.00 ,9.00 ,1,50
101011008082,Jeddah,1.00 ,1.00 ,1,50
101011008082,Riyadh,139.00 ,170.00 ,1,50
101011008103,Jeddah,1.00 ,1.00 ,1,50
101011008103,Riyadh,23.00 ,27.00 ,1,50
101011008108,Jeddah,1.00 ,1.00 ,1,50
101011008113,Jeddah,30.00 ,41.00 ,1,50
101011008116,Jeddah,14.00 ,17.00 ,1,50
101011008116,Riyadh,6.00 ,8.00 ,1,50
101011008117,Jeddah,1.00 ,1.00 ,1,50
101011008117,Riyadh,1.00 ,1.00 ,1,50
101011008127,Jeddah,1.00 ,2.00 ,1,50
101021000004,Jeddah,461.00 ,588.00 ,1,50
101021000004,Riyadh,550.00 ,681.00 ,1,50
101021000007,Jeddah,"1,941.00 ","2,527.00 ",1,50
101021000007,Riyadh,"9,155.00 ","11,320.00 ",1,50
101021000010,Jeddah,197.00 ,281.00 ,1,50
101021000010,Riyadh,762.00 ,948.00 ,1,50
101021000012,Jeddah,173.00 ,231.00 ,1,50
101021000012,Riyadh,790.00 ,993.00 ,1,50
101021000015,Jeddah,793.00 ,"1,039.00 ",1,50
101021000015,Riyadh,"2,907.00 ","3,728.00 ",1,50
101021000018,Jeddah,49.00 ,66.00 ,1,50
101021000020,Jeddah,197.00 ,266.00 ,1,50
101021000020,Riyadh,616.00 ,774.00 ,1,50
101021000026,Jeddah,286.00 ,387.00 ,1,50
101021000026,Riyadh,605.00 ,738.00 ,1,50
101021000030,Jeddah,109.00 ,146.00 ,1,50
101021000030,Riyadh,138.00 ,166.00 ,1,50
101021000031,Jeddah,33.00 ,46.00 ,1,50
101021000033,Jeddah,42.00 ,64.00 ,1,50
101021000033,Riyadh,30.00 ,37.00 ,1,50
101021000034,Jeddah,264.00 ,332.00 ,1,50
101021000034,Riyadh,309.00 ,382.00 ,1,50
101021000037,Jeddah,484.00 ,621.00 ,1,50
101021000037,Riyadh,"1,984.00 ","2,529.00 ",1,50
101021000042,Jeddah,151.00 ,226.00 ,1,50
101021000051,Jeddah,179.00 ,262.00 ,1,50
101021000051,Riyadh,"3,155.00 ","4,029.00 ",1,50
101021000052,Jeddah,154.00 ,215.00 ,1,50
101021000052,Riyadh,200.00 ,273.00 ,1,50
101021000054,Jeddah,182.00 ,241.00 ,1,50
101021000054,Riyadh,28.00 ,36.00 ,1,50
101021000060,Jeddah,175.00 ,217.00 ,1,50
101021000060,Riyadh,"2,644.00 ","3,212.00 ",1,50
101021000062,Jeddah,"1,197.00 ","1,605.00 ",1,50
101021000062,Riyadh,808.00 ,"1,041.00 ",1,50
101021000067,Jeddah,18.00 ,22.00 ,1,50
101021000067,Riyadh,49.00 ,61.00 ,1,50
101021000070,Jeddah,"5,450.00 ","7,292.00 ",1,50
101021000070,Riyadh,"1,142.00 ","1,347.00 ",1,50
101021000077,Jeddah,"1,210.00 ","1,445.00 ",1,50
101021000077,Riyadh,663.00 ,782.00 ,1,50
101021000078,Jeddah,86.00 ,113.00 ,1,50
101021000078,Riyadh,207.00 ,258.00 ,1,50
101021000079,Jeddah,480.00 ,659.00 ,1,50
101021000079,Riyadh,"1,696.00 ","2,131.00 ",1,50
101021000081,Jeddah,1.00 ,2.00 ,1,50
101021000083,Jeddah,165.00 ,210.00 ,1,50
101021000083,Riyadh,389.00 ,459.00 ,1,50
101021000087,Jeddah,57.00 ,88.00 ,1,50
101021000087,Riyadh,233.00 ,299.00 ,1,50
101021000088,Jeddah,903.00 ,"1,100.00 ",1,50
101021000088,Riyadh,"5,321.00 ","6,548.00 ",1,50
101021000091,Jeddah,1.00 ,2.00 ,1,50
101021000091,Riyadh,1.00 ,1.00 ,1,50
101021000098,Jeddah,"1,348.00 ","1,797.00 ",1,50
101021000098,Riyadh,693.00 ,857.00 ,1,50
101021000109,Jeddah,111.00 ,159.00 ,1,50
101021000109,Riyadh,403.00 ,489.00 ,1,50
101021000111,Jeddah,44.00 ,57.00 ,1,50
101021000111,Riyadh,392.00 ,533.00 ,1,50
101021000113,Jeddah,175.00 ,219.00 ,1,50
101021000113,Riyadh,499.00 ,597.00 ,1,50
101021000115,Jeddah,31.00 ,40.00 ,1,50
101021000115,Riyadh,114.00 ,141.00 ,1,50
101021000118,Jeddah,912.00 ,"1,134.00 ",1,50
101021000118,Riyadh,336.00 ,434.00 ,1,50
101021000126,Jeddah,62.00 ,80.00 ,1,50
101021000126,Riyadh,257.00 ,325.00 ,1,50
101021000129,Jeddah,140.00 ,186.00 ,1,50
101021000129,Riyadh,493.00 ,616.00 ,1,50
101021000139,Jeddah,179.00 ,280.00 ,1,50
101021000139,Riyadh,357.00 ,433.00 ,1,50
101021000146,Jeddah,201.00 ,258.00 ,1,50
101021000146,Riyadh,861.00 ,"1,090.00 ",1,50
101021000147,Jeddah,49.00 ,60.00 ,1,50
101021000147,Riyadh,496.00 ,633.00 ,1,50
101021000148,Jeddah,45.00 ,57.00 ,1,50
101021000148,Riyadh,240.00 ,294.00 ,1,50
101021000149,Jeddah,58.00 ,77.00 ,1,50
101021000149,Riyadh,122.00 ,151.00 ,1,50
101021000150,Jeddah,485.00 ,657.00 ,1,50
101021000150,Riyadh,884.00 ,"1,063.00 ",1,50
101021000164,Jeddah,65.00 ,84.00 ,1,50
101021000164,Riyadh,93.00 ,116.00 ,1,50
101021000168,Jeddah,173.00 ,232.00 ,1,50
101021000168,Riyadh,840.00 ,"1,056.00 ",1,50
101021000183,Jeddah,6.00 ,8.00 ,1,50
101021000183,Riyadh,2.00 ,3.00 ,1,50
101021000188,Jeddah,887.00 ,"1,265.00 ",1,50
101021000188,Riyadh,124.00 ,149.00 ,1,50
101021000191,Jeddah,570.00 ,739.00 ,1,50
101021000191,Riyadh,"1,062.00 ","1,289.00 ",1,50
101021000192,Jeddah,62.00 ,88.00 ,1,50
101021000192,Riyadh,58.00 ,73.00 ,1,50
101021000195,Jeddah,49.00 ,61.00 ,1,50
101021000195,Riyadh,221.00 ,295.00 ,1,50
101021000200,Jeddah,6.00 ,7.00 ,1,50
101021000200,Riyadh,19.00 ,23.00 ,1,50
101021000202,Jeddah,159.00 ,217.00 ,1,50
101021000202,Riyadh,161.00 ,203.00 ,1,50
101021000204,Jeddah,28.00 ,39.00 ,1,50
101021000204,Riyadh,72.00 ,90.00 ,1,50
101021000205,Jeddah,5.00 ,6.00 ,1,50
101021000205,Riyadh,26.00 ,33.00 ,1,50
101021000208,Jeddah,6.00 ,9.00 ,1,50
101021000208,Riyadh,12.00 ,15.00 ,1,50
101021000214,Jeddah,50.00 ,67.00 ,1,50
101021000214,Riyadh,85.00 ,107.00 ,1,50
101021000215,Jeddah,9.00 ,14.00 ,1,50
101021000217,Jeddah,982.00 ,"1,398.00 ",1,50
101021000217,Riyadh,256.00 ,307.00 ,1,50
101021000218,Jeddah,90.00 ,121.00 ,1,50
101021000218,Riyadh,151.00 ,190.00 ,1,50
101021000220,Jeddah,102.00 ,132.00 ,1,50
101021000220,Riyadh,169.00 ,225.00 ,1,50
101021000233,Jeddah,65.00 ,88.00 ,1,50
101021000233,Riyadh,129.00 ,162.00 ,1,50
101021000236,Jeddah,27.00 ,36.00 ,1,50
101021000236,Riyadh,116.00 ,158.00 ,1,50
101021000237,Jeddah,77.00 ,105.00 ,1,50
101021000237,Riyadh,92.00 ,117.00 ,1,50
101021000240,Jeddah,363.00 ,504.00 ,1,50
101021000240,Riyadh,433.00 ,556.00 ,1,50
101021000242,Jeddah,372.00 ,490.00 ,1,50
101021000242,Riyadh,"2,000.00 ","2,419.00 ",1,50
101021000244,Jeddah,548.00 ,714.00 ,1,50
101021000244,Riyadh,"1,315.00 ","1,607.00 ",1,50
101021000245,Jeddah,26.00 ,35.00 ,1,50
101021000245,Riyadh,98.00 ,123.00 ,1,50
101021000246,Jeddah,33.00 ,45.00 ,1,50
101021000246,Riyadh,88.00 ,105.00 ,1,50
101021000248,Jeddah,108.00 ,146.00 ,1,50
101021000248,Riyadh,"1,164.00 ","1,373.00 ",1,50
101021000258,Jeddah,129.00 ,167.00 ,1,50
101021000258,Riyadh,177.00 ,225.00 ,1,50
101021000264,Jeddah,51.00 ,70.00 ,1,50
101021000264,Riyadh,179.00 ,225.00 ,1,50
101021000269,Jeddah,39.00 ,52.00 ,1,50
101021000270,Jeddah,95.00 ,127.00 ,1,50
101021000270,Riyadh,315.00 ,395.00 ,1,50
101021000275,Jeddah,"5,160.00 ","6,964.00 ",1,50
101021000275,Riyadh,"7,252.00 ","9,038.00 ",1,50
101021000278,Jeddah,86.00 ,118.00 ,1,50
101021000278,Riyadh,246.00 ,308.00 ,1,50
101021000281,Jeddah,25.00 ,31.00 ,1,50
101021000281,Riyadh,13.00 ,16.00 ,1,50
101021000293,Jeddah,96.00 ,148.00 ,1,50
101021000293,Riyadh,249.00 ,309.00 ,1,50
