Item,Location,Min Quantity,Max Quantity,no of unit per box,threshould
10331004049,Jeddah,1.00 ,1.00 ,1,50
10331004050,Jeddah,1.00 ,1.00 ,1,50
10331004051,Jeddah,1.00 ,1.00 ,1,50
10331004052,Jeddah,1.00 ,1.00 ,1,50
10331004053,Jeddah,3.00 ,3.00 ,1,50
10331004056,Jeddah,1.00 ,1.00 ,1,50
10331004057,Jeddah,1.00 ,1.00 ,1,50
10331004058,Jeddah,1.00 ,1.00 ,1,50
10331004059,Jeddah,1.00 ,1.00 ,1,50
10331004060,Jeddah,1.00 ,1.00 ,1,50
10331004061,Riyadh,6.00 ,7.00 ,1,50
10331004062,Jeddah,37.00 ,49.00 ,1,50
10331004062,Riyadh,29.00 ,35.00 ,1,50
10331004063,Jeddah,20.00 ,25.00 ,1,50
10331004063,Riyadh,26.00 ,34.00 ,1,50
10331004064,Jeddah,2.00 ,2.00 ,1,50
10331004064,Riyadh,27.00 ,34.00 ,1,50
10331004065,Jeddah,7.00 ,11.00 ,1,50
10331004066,Jeddah,7.00 ,11.00 ,1,50
10331004066,Riyadh,1.00 ,1.00 ,1,50
10331004067,Jeddah,7.00 ,11.00 ,1,50
10331004067,Riyadh,1.00 ,1.00 ,1,50
10331004068,Jeddah,7.00 ,11.00 ,1,50
10331004068,Riyadh,1.00 ,1.00 ,1,50
10331004069,Riyadh,1.00 ,1.00 ,1,50
10331004071,Jeddah,1.00 ,1.00 ,1,50
10331004072,Jeddah,1.00 ,1.00 ,1,50
10331004074,Jeddah,1.00 ,1.00 ,1,50
10331004075,Jeddah,1.00 ,1.00 ,1,50
10331004077,Jeddah,2.00 ,3.00 ,1,50
10331004077,Riyadh,56.00 ,66.00 ,1,50
10331004078,Jeddah,1.00 ,1.00 ,1,50
10331004080,Jeddah,1.00 ,1.00 ,1,50
10331004081,Jeddah,1.00 ,1.00 ,1,50
10331004082,Jeddah,1.00 ,1.00 ,1,50
10331004083,Jeddah,1.00 ,1.00 ,1,50
10331004083,Riyadh,52.00 ,62.00 ,1,50
10331004084,Jeddah,1.00 ,1.00 ,1,50
10331004085,Jeddah,1.00 ,1.00 ,1,50
10331004086,Jeddah,1.00 ,1.00 ,1,50
10331004089,Jeddah,1.00 ,1.00 ,1,50
10331004089,Riyadh,90.00 ,107.00 ,1,50
10331004091,Jeddah,1.00 ,1.00 ,1,50
10331004092,Jeddah,1.00 ,1.00 ,1,50
10331004093,Jeddah,1.00 ,1.00 ,1,50
10331004094,Jeddah,1.00 ,1.00 ,1,50
10331004095,Jeddah,1.00 ,1.00 ,1,50
10331004096,Jeddah,1.00 ,1.00 ,1,50
10331004097,Jeddah,1.00 ,1.00 ,1,50
10331004098,Jeddah,1.00 ,1.00 ,1,50
10331004099,Jeddah,1.00 ,1.00 ,1,50
10331004100,Jeddah,1.00 ,1.00 ,1,50
10331004101,Jeddah,1.00 ,1.00 ,1,50
10331004102,Jeddah,2.00 ,3.00 ,1,50
10331004103,Jeddah,2.00 ,3.00 ,1,50
10331004104,Jeddah,2.00 ,3.00 ,1,50
10331004105,Jeddah,2.00 ,2.00 ,1,50
10331004105,Riyadh,54.00 ,65.00 ,1,50
10331004106,Jeddah,2.00 ,2.00 ,1,50
10331004106,Riyadh,46.00 ,55.00 ,1,50
10331004107,Jeddah,1.00 ,1.00 ,1,50
10331004107,Riyadh,51.00 ,60.00 ,1,50
10331004108,Jeddah,1.00 ,1.00 ,1,50
10331004109,Jeddah,1.00 ,1.00 ,1,50
10331004112,Jeddah,1.00 ,1.00 ,1,50
10331004112,Riyadh,52.00 ,62.00 ,1,50
10331004116,Jeddah,1.00 ,1.00 ,1,50
10331004117,Jeddah,1.00 ,1.00 ,1,50
10331004118,Jeddah,1.00 ,1.00 ,1,50
10331004119,Jeddah,1.00 ,1.00 ,1,50
10331004120,Jeddah,1.00 ,1.00 ,1,50
10331004122,Jeddah,1.00 ,1.00 ,1,50
10331004124,Jeddah,1.00 ,1.00 ,1,50
10331004126,Jeddah,2.00 ,3.00 ,1,50
10331004126,Riyadh,41.00 ,49.00 ,1,50
10331004127,Jeddah,1.00 ,1.00 ,1,50
10331004128,Jeddah,1.00 ,1.00 ,1,50
10331004129,Jeddah,1.00 ,1.00 ,1,50
10331004134,Jeddah,1.00 ,1.00 ,1,50
10331004136,Jeddah,2.00 ,2.00 ,1,50
10331004137,Jeddah,2.00 ,2.00 ,1,50
10331004138,Jeddah,1.00 ,1.00 ,1,50
10331004139,Jeddah,1.00 ,1.00 ,1,50
10331004140,Jeddah,1.00 ,1.00 ,1,50
10331004141,Jeddah,1.00 ,1.00 ,1,50
10331004142,Jeddah,1.00 ,1.00 ,1,50
10331004143,Jeddah,1.00 ,1.00 ,1,50
10331004144,Jeddah,1.00 ,1.00 ,1,50
10331004145,Jeddah,1.00 ,1.00 ,1,50
10331004146,Jeddah,1.00 ,1.00 ,1,50
10331004147,Jeddah,1.00 ,1.00 ,1,50
10331004148,Jeddah,1.00 ,1.00 ,1,50
10331004149,Jeddah,1.00 ,1.00 ,1,50
10331004150,Jeddah,1.00 ,1.00 ,1,50
10331004151,Jeddah,1.00 ,1.00 ,1,50
10331004152,Jeddah,1.00 ,1.00 ,1,50
10331004153,Jeddah,1.00 ,1.00 ,1,50
10331004154,Jeddah,1.00 ,1.00 ,1,50
10331004155,Jeddah,1.00 ,1.00 ,1,50
10331004156,Jeddah,1.00 ,1.00 ,1,50
10331004157,Jeddah,1.00 ,1.00 ,1,50
10331004158,Jeddah,1.00 ,1.00 ,1,50
10331004159,Jeddah,1.00 ,1.00 ,1,50
10331004160,Jeddah,1.00 ,1.00 ,1,50
10331004161,Jeddah,1.00 ,1.00 ,1,50
10331004162,Jeddah,1.00 ,1.00 ,1,50
10331004163,Jeddah,1.00 ,1.00 ,1,50
10331004164,Jeddah,1.00 ,1.00 ,1,50
10331004165,Jeddah,1.00 ,1.00 ,1,50
10331004166,Jeddah,1.00 ,1.00 ,1,50
10331004167,Jeddah,1.00 ,1.00 ,1,50
10331004168,Jeddah,1.00 ,1.00 ,1,50
10331004169,Jeddah,1.00 ,1.00 ,1,50
10331004170,Jeddah,1.00 ,1.00 ,1,50
10331004171,Jeddah,1.00 ,1.00 ,1,50
10331004172,Jeddah,1.00 ,1.00 ,1,50
10331004173,Jeddah,1.00 ,1.00 ,1,50
10331004174,Jeddah,1.00 ,1.00 ,1,50
10331004175,Jeddah,1.00 ,1.00 ,1,50
10331004176,Jeddah,1.00 ,1.00 ,1,50
10331004177,Jeddah,1.00 ,1.00 ,1,50
10331004178,Jeddah,1.00 ,1.00 ,1,50
10331004179,Jeddah,1.00 ,1.00 ,1,50
10331004180,Jeddah,1.00 ,1.00 ,1,50
10331004181,Jeddah,1.00 ,1.00 ,1,50
10331004182,Jeddah,1.00 ,1.00 ,1,50
10331004183,Jeddah,1.00 ,1.00 ,1,50
10331004184,Jeddah,1.00 ,1.00 ,1,50
10331004185,Jeddah,1.00 ,1.00 ,1,50
10331004186,Jeddah,1.00 ,1.00 ,1,50
10331004187,Jeddah,1.00 ,1.00 ,1,50
10331004188,Jeddah,1.00 ,1.00 ,1,50
10331004189,Jeddah,1.00 ,1.00 ,1,50
10331004190,Jeddah,1.00 ,1.00 ,1,50
10331004191,Jeddah,1.00 ,1.00 ,1,50
10331004192,Jeddah,1.00 ,1.00 ,1,50
10331004193,Jeddah,1.00 ,1.00 ,1,50
10331004194,Jeddah,1.00 ,1.00 ,1,50
10331004195,Jeddah,1.00 ,1.00 ,1,50
10331004196,Jeddah,1.00 ,1.00 ,1,50
10331004197,Jeddah,1.00 ,1.00 ,1,50
10331004198,Jeddah,1.00 ,1.00 ,1,50
10331004199,Jeddah,1.00 ,1.00 ,1,50
10331004200,Jeddah,1.00 ,1.00 ,1,50
10331004201,Jeddah,1.00 ,1.00 ,1,50
10331004203,Jeddah,1.00 ,1.00 ,1,50
10331004204,Jeddah,1.00 ,1.00 ,1,50
10331004207,Jeddah,1.00 ,1.00 ,1,50
10331004208,Jeddah,1.00 ,1.00 ,1,50
10331004210,Jeddah,1.00 ,1.00 ,1,50
10331004213,Jeddah,1.00 ,1.00 ,1,50
10331004215,Jeddah,1.00 ,1.00 ,1,50
10331004216,Jeddah,1.00 ,1.00 ,1,50
10331004217,Jeddah,1.00 ,1.00 ,1,50
10331004218,Jeddah,1.00 ,1.00 ,1,50
10331004220,Jeddah,1.00 ,1.00 ,1,50
10331004221,Jeddah,1.00 ,1.00 ,1,50
10331004222,Jeddah,1.00 ,1.00 ,1,50
10331004223,Jeddah,1.00 ,1.00 ,1,50
10331004224,Jeddah,1.00 ,1.00 ,1,50
10331004225,Jeddah,1.00 ,1.00 ,1,50
10331004226,Jeddah,1.00 ,1.00 ,1,50
10331004227,Jeddah,1.00 ,1.00 ,1,50
10331004228,Jeddah,1.00 ,1.00 ,1,50
10331004229,Jeddah,1.00 ,1.00 ,1,50
10331004230,Jeddah,1.00 ,1.00 ,1,50
10331004231,Jeddah,1.00 ,1.00 ,1,50
10331004232,Jeddah,1.00 ,1.00 ,1,50
10331004233,Jeddah,1.00 ,1.00 ,1,50
10331004234,Jeddah,1.00 ,1.00 ,1,50
10331004235,Jeddah,1.00 ,1.00 ,1,50
10331004236,Jeddah,1.00 ,1.00 ,1,50
10331004237,Jeddah,1.00 ,1.00 ,1,50
10331004238,Jeddah,1.00 ,1.00 ,1,50
10331004239,Jeddah,1.00 ,1.00 ,1,50
10331004240,Jeddah,1.00 ,1.00 ,1,50
10331004241,Jeddah,1.00 ,1.00 ,1,50
10331004242,Jeddah,1.00 ,1.00 ,1,50
10331004243,Jeddah,1.00 ,1.00 ,1,50
10331004279,Jeddah,1.00 ,1.00 ,1,50
10331004281,Riyadh,6.00 ,8.00 ,1,50
10331004282,Riyadh,6.00 ,7.00 ,1,50
10331004283,Riyadh,6.00 ,7.00 ,1,50
10331004284,Riyadh,8.00 ,9.00 ,1,50
10331004285,Riyadh,7.00 ,8.00 ,1,50
10331004286,Riyadh,1.00 ,1.00 ,1,50
10331004287,Riyadh,2.00 ,2.00 ,1,50
10331004288,Riyadh,2.00 ,2.00 ,1,50
10331004289,Riyadh,1.00 ,1.00 ,1,50
10331004290,Riyadh,20.00 ,24.00 ,1,50
10331004291,Jeddah,1.00 ,1.00 ,1,50
10331004291,Riyadh,663.00 ,796.00 ,1,50
10331004292,Jeddah,1.00 ,1.00 ,1,50
10331004292,Riyadh,37.00 ,44.00 ,1,50
10331004293,Riyadh,7.00 ,8.00 ,1,50
10331004294,Riyadh,7.00 ,8.00 ,1,50
10331004295,Riyadh,7.00 ,8.00 ,1,50
10331004296,Riyadh,5.00 ,6.00 ,1,50
10331004297,Riyadh,5.00 ,6.00 ,1,50
10331004298,Riyadh,5.00 ,6.00 ,1,50
10331004299,Riyadh,6.00 ,8.00 ,1,50
10331004300,Riyadh,5.00 ,6.00 ,1,50
10331004301,Riyadh,5.00 ,6.00 ,1,50
10331004302,Riyadh,1.00 ,1.00 ,1,50
10331004303,Riyadh,4.00 ,5.00 ,1,50
10331004304,Riyadh,216.00 ,278.00 ,1,50
10331004305,Riyadh,138.00 ,170.00 ,1,50
10331004306,Riyadh,261.00 ,327.00 ,1,50
10331004307,Jeddah,1.00 ,1.00 ,1,50
10331004308,Riyadh,1.00 ,1.00 ,1,50
10331004309,Riyadh,2.00 ,2.00 ,1,50
10331004310,Jeddah,1.00 ,1.00 ,1,50
10331004310,Riyadh,688.00 ,824.00 ,1,50
10331004312,Jeddah,1.00 ,1.00 ,1,50
10331004313,Riyadh,223.00 ,263.00 ,1,50
10331004314,Riyadh,2.00 ,2.00 ,1,50
10331004315,Riyadh,2.00 ,2.00 ,1,50
10331004316,Riyadh,1.00 ,1.00 ,1,50
10331004317,Riyadh,1.00 ,1.00 ,1,50
10331004318,Riyadh,1.00 ,1.00 ,1,50
10331004319,Riyadh,1.00 ,1.00 ,1,50
10331004320,Riyadh,1.00 ,1.00 ,1,50
10331004321,Jeddah,1.00 ,1.00 ,1,50
10331004321,Riyadh,1.00 ,1.00 ,1,50
10331004322,Jeddah,1.00 ,1.00 ,1,50
10331004322,Riyadh,1.00 ,1.00 ,1,50
10331004323,Jeddah,1.00 ,1.00 ,1,50
10331004323,Riyadh,1.00 ,1.00 ,1,50
10331004324,Jeddah,1.00 ,1.00 ,1,50
10331004324,Riyadh,13.00 ,18.00 ,1,50
10331004325,Riyadh,7.00 ,9.00 ,1,50
10331004326,Riyadh,1.00 ,1.00 ,1,50
10331004327,Riyadh,8.00 ,10.00 ,1,50
10331004328,Riyadh,13.00 ,18.00 ,1,50
10331004329,Riyadh,351.00 ,446.00 ,1,50
10331004330,Jeddah,1.00 ,1.00 ,1,50
10331004330,Riyadh,1.00 ,1.00 ,1,50
10331004331,Riyadh,91.00 ,110.00 ,1,50
10331004333,Riyadh,1.00 ,1.00 ,1,50
10331004334,Riyadh,1.00 ,1.00 ,1,50
10331004335,Jeddah,1.00 ,1.00 ,1,50
10331004335,Riyadh,2.00 ,2.00 ,1,50
10331004336,Jeddah,1.00 ,1.00 ,1,50
10331004336,Riyadh,1.00 ,1.00 ,1,50
10331004337,Jeddah,1.00 ,1.00 ,1,50
10331004337,Riyadh,41.00 ,52.00 ,1,50
10331004338,Jeddah,1.00 ,1.00 ,1,50
10331004338,Riyadh,47.00 ,60.00 ,1,50
10331004339,Jeddah,1.00 ,1.00 ,1,50
10331004339,Riyadh,1.00 ,1.00 ,1,50
10331004340,Jeddah,1.00 ,1.00 ,1,50
10331004340,Riyadh,3.00 ,4.00 ,1,50
10331004341,Riyadh,1.00 ,2.00 ,1,50
10331004342,Jeddah,1.00 ,1.00 ,1,50
10331004342,Riyadh,112.00 ,144.00 ,1,50
10331004343,Jeddah,1.00 ,1.00 ,1,50
10331004343,Riyadh,32.00 ,44.00 ,1,50
10331004344,Riyadh,1.00 ,1.00 ,1,50
10331004345,Riyadh,1.00 ,1.00 ,1,50
10331004346,Riyadh,1.00 ,1.00 ,1,50
10331004347,Riyadh,1.00 ,1.00 ,1,50
10331004348,Riyadh,1.00 ,1.00 ,1,50
10331004351,Jeddah,1.00 ,1.00 ,1,50
10331004351,Riyadh,165.00 ,201.00 ,1,50
10331004353,Riyadh,14.00 ,19.00 ,1,50
10331004354,Riyadh,2.00 ,2.00 ,1,50
10331004355,Riyadh,1.00 ,1.00 ,1,50
10331004356,Jeddah,1.00 ,1.00 ,1,50
10331004356,Riyadh,1.00 ,2.00 ,1,50
10331004357,Jeddah,1.00 ,1.00 ,1,50
10331004357,Riyadh,2.00 ,2.00 ,1,50
10331004358,Jeddah,1.00 ,1.00 ,1,50
10331004358,Riyadh,1.00 ,2.00 ,1,50
10331004359,Riyadh,1.00 ,1.00 ,1,50
10331004360,Jeddah,1.00 ,1.00 ,1,50
10331004360,Riyadh,1.00 ,1.00 ,1,50
10331004361,Jeddah,1.00 ,1.00 ,1,50
10331004361,Riyadh,3.00 ,4.00 ,1,50
10331004362,Jeddah,1.00 ,1.00 ,1,50
10331004362,Riyadh,1.00 ,1.00 ,1,50
10331004364,Jeddah,1.00 ,1.00 ,1,50
10331004364,Riyadh,2.00 ,2.00 ,1,50
10331004365,Riyadh,1.00 ,2.00 ,1,50
10331004366,Riyadh,1.00 ,1.00 ,1,50
10331004367,Riyadh,1.00 ,1.00 ,1,50
10331004368,Jeddah,20.00 ,28.00 ,1,50
10331004368,Riyadh,15.00 ,18.00 ,1,50
10331004369,Jeddah,260.00 ,330.00 ,1,50
10331004369,Riyadh,25.00 ,31.00 ,1,50
10331004370,Jeddah,175.00 ,224.00 ,1,50
10331004371,Jeddah,453.00 ,634.00 ,1,50
10331004371,Riyadh,21.00 ,26.00 ,1,50
10331004372,Jeddah,88.00 ,115.00 ,1,50
10331004372,Riyadh,41.00 ,50.00 ,1,50
10331004384,Riyadh,"3,483.00 ","4,414.00 ",1,50
10331004393,Jeddah,1.00 ,1.00 ,1,50
10331004394,Jeddah,1.00 ,1.00 ,1,50
10331004394,Riyadh,82.00 ,113.00 ,1,50
10331004395,Jeddah,1.00 ,1.00 ,1,50
10331004396,Jeddah,1.00 ,2.00 ,1,50
10331004396,Riyadh,110.00 ,130.00 ,1,50
10331004398,Jeddah,1.00 ,1.00 ,1,50
10331004399,Jeddah,1.00 ,1.00 ,1,50
10331004399,Riyadh,100.00 ,137.00 ,1,50
10331004400,Jeddah,1.00 ,1.00 ,1,50
10331004400,Riyadh,106.00 ,144.00 ,1,50
10331004431,Riyadh,47.00 ,57.00 ,1,50
10331004432,Riyadh,26.00 ,31.00 ,1,50
10331004433,Jeddah,1.00 ,1.00 ,1,50
10331004433,Riyadh,2.00 ,2.00 ,1,50
10331004434,Riyadh,3.00 ,3.00 ,1,50
10331004435,Riyadh,52.00 ,62.00 ,1,50
10331004440,Riyadh,28.00 ,34.00 ,1,50
10331004446,Riyadh,98.00 ,116.00 ,1,50
10331004452,Riyadh,96.00 ,115.00 ,1,50
10331004455,Riyadh,22.00 ,27.00 ,1,50
10331004456,Jeddah,17.00 ,21.00 ,1,50
10331004456,Riyadh,98.00 ,131.00 ,1,50
10331004457,Jeddah,19.00 ,25.00 ,1,50
10331004457,Riyadh,47.00 ,57.00 ,1,50
10331004458,Jeddah,7.00 ,8.00 ,1,50
10331004458,Riyadh,137.00 ,164.00 ,1,50
10331004459,Jeddah,12.00 ,16.00 ,1,50
10331004459,Riyadh,487.00 ,607.00 ,1,50
10331004460,Jeddah,46.00 ,57.00 ,1,50
10331004460,Riyadh,25.00 ,30.00 ,1,50
10331004461,Jeddah,1.00 ,1.00 ,1,50
10331004461,Riyadh,17.00 ,21.00 ,1,50
10331004462,Jeddah,1.00 ,1.00 ,1,50
10331004463,Jeddah,1.00 ,1.00 ,1,50
10331004464,Jeddah,1.00 ,1.00 ,1,50
10331004465,Jeddah,1.00 ,1.00 ,1,50
10331004466,Jeddah,1.00 ,1.00 ,1,50
10331004467,Jeddah,1.00 ,1.00 ,1,50
10331004468,Jeddah,1.00 ,1.00 ,1,50
10331004469,Jeddah,1.00 ,1.00 ,1,50
10331004470,Jeddah,1.00 ,1.00 ,1,50
10331004471,Jeddah,1.00 ,1.00 ,1,50
10331004472,Jeddah,1.00 ,2.00 ,1,50
10331004473,Jeddah,1.00 ,2.00 ,1,50
10331004474,Jeddah,1.00 ,2.00 ,1,50
10331004475,Jeddah,1.00 ,2.00 ,1,50
10331004476,Jeddah,1.00 ,2.00 ,1,50
10331004477,Jeddah,1.00 ,2.00 ,1,50
10331004478,Jeddah,1.00 ,2.00 ,1,50
10331004479,Jeddah,1.00 ,2.00 ,1,50
10331004480,Jeddah,1.00 ,1.00 ,1,50
10331004481,Jeddah,1.00 ,1.00 ,1,50
10331004482,Jeddah,1.00 ,2.00 ,1,50
10331004483,Jeddah,1.00 ,2.00 ,1,50
10331004484,Jeddah,1.00 ,1.00 ,1,50
10331004485,Jeddah,1.00 ,2.00 ,1,50
10331004486,Jeddah,1.00 ,1.00 ,1,50
10331004487,Jeddah,1.00 ,1.00 ,1,50
10331004488,Jeddah,1.00 ,1.00 ,1,50
10331004489,Jeddah,1.00 ,1.00 ,1,50
10331004490,Jeddah,1.00 ,1.00 ,1,50
10331004491,Jeddah,1.00 ,1.00 ,1,50
10331004492,Jeddah,1.00 ,1.00 ,1,50
10331004493,Jeddah,1.00 ,1.00 ,1,50
10331004495,Jeddah,1.00 ,1.00 ,1,50
10331004496,Jeddah,1.00 ,1.00 ,1,50
10331004497,Jeddah,1.00 ,1.00 ,1,50
10331004498,Jeddah,1.00 ,1.00 ,1,50
10331004499,Jeddah,1.00 ,1.00 ,1,50
10331004500,Jeddah,1.00 ,1.00 ,1,50
10331004501,Jeddah,1.00 ,1.00 ,1,50
10331004502,Jeddah,1.00 ,1.00 ,1,50
10331004503,Jeddah,1.00 ,1.00 ,1,50
10331004504,Jeddah,1.00 ,1.00 ,1,50
10331004505,Jeddah,1.00 ,1.00 ,1,50
10331004506,Jeddah,1.00 ,1.00 ,1,50
10331004507,Jeddah,1.00 ,1.00 ,1,50
10331004508,Jeddah,1.00 ,1.00 ,1,50
10331004509,Jeddah,1.00 ,1.00 ,1,50
10331004510,Jeddah,1.00 ,1.00 ,1,50
10331004511,Jeddah,1.00 ,1.00 ,1,50
10331004512,Jeddah,1.00 ,1.00 ,1,50
10331004513,Jeddah,1.00 ,1.00 ,1,50
10331004514,Jeddah,1.00 ,1.00 ,1,50
10331004515,Jeddah,1.00 ,1.00 ,1,50
10331004516,Jeddah,1.00 ,1.00 ,1,50
10331004517,Jeddah,1.00 ,1.00 ,1,50
10331004518,Jeddah,1.00 ,1.00 ,1,50
10331004519,Jeddah,1.00 ,1.00 ,1,50
10331004520,Jeddah,1.00 ,1.00 ,1,50
10331004521,Jeddah,1.00 ,1.00 ,1,50
10331004522,Jeddah,1.00 ,1.00 ,1,50
10331004523,Jeddah,1.00 ,1.00 ,1,50
10331004525,Jeddah,1.00 ,1.00 ,1,50
10331004526,Jeddah,1.00 ,1.00 ,1,50
10331004527,Jeddah,1.00 ,1.00 ,1,50
10331004528,Jeddah,1.00 ,1.00 ,1,50
10331004529,Jeddah,1.00 ,1.00 ,1,50
10331004530,Jeddah,1.00 ,1.00 ,1,50
10331004531,Jeddah,1.00 ,1.00 ,1,50
10331004532,Jeddah,1.00 ,1.00 ,1,50
10331004533,Jeddah,1.00 ,1.00 ,1,50
10331004534,Jeddah,1.00 ,1.00 ,1,50
10331004535,Jeddah,1.00 ,1.00 ,1,50
10331004536,Jeddah,1.00 ,1.00 ,1,50
10331004537,Jeddah,1.00 ,1.00 ,1,50
10331004538,Jeddah,1.00 ,1.00 ,1,50
10331004539,Jeddah,1.00 ,1.00 ,1,50
10331004540,Jeddah,1.00 ,1.00 ,1,50
10331004541,Jeddah,1.00 ,1.00 ,1,50
10331004542,Jeddah,1.00 ,1.00 ,1,50
10331004543,Jeddah,1.00 ,1.00 ,1,50
10331004544,Jeddah,1.00 ,1.00 ,1,50
10331004545,Jeddah,1.00 ,1.00 ,1,50
10331004546,Jeddah,1.00 ,1.00 ,1,50
10331004547,Jeddah,1.00 ,1.00 ,1,50
10331004548,Jeddah,2.00 ,2.00 ,1,50
10331004549,Jeddah,1.00 ,1.00 ,1,50
10331004550,Jeddah,1.00 ,1.00 ,1,50
10331004551,Jeddah,1.00 ,1.00 ,1,50
10331004552,Jeddah,1.00 ,1.00 ,1,50
10331004553,Jeddah,1.00 ,1.00 ,1,50
10331004554,Jeddah,1.00 ,1.00 ,1,50
10331004555,Jeddah,1.00 ,1.00 ,1,50
10331004556,Jeddah,1.00 ,1.00 ,1,50
10331004557,Jeddah,1.00 ,1.00 ,1,50
10331004558,Jeddah,1.00 ,1.00 ,1,50
10331004559,Jeddah,1.00 ,1.00 ,1,50
10331004560,Jeddah,1.00 ,1.00 ,1,50
10331004561,Jeddah,1.00 ,1.00 ,1,50
10331004562,Jeddah,1.00 ,1.00 ,1,50
10331004563,Jeddah,1.00 ,1.00 ,1,50
10331004564,Jeddah,1.00 ,1.00 ,1,50
10331004565,Jeddah,1.00 ,1.00 ,1,50
10331004566,Jeddah,1.00 ,1.00 ,1,50
10331004567,Jeddah,1.00 ,1.00 ,1,50
10331004568,Jeddah,1.00 ,1.00 ,1,50
10331004570,Jeddah,1.00 ,1.00 ,1,50
10331004571,Jeddah,1.00 ,1.00 ,1,50
10331004572,Jeddah,1.00 ,1.00 ,1,50
10331004573,Jeddah,1.00 ,1.00 ,1,50
10331004574,Jeddah,1.00 ,1.00 ,1,50
10331004575,Jeddah,1.00 ,1.00 ,1,50
10331004576,Jeddah,1.00 ,1.00 ,1,50
10331004577,Jeddah,1.00 ,1.00 ,1,50
10331004578,Jeddah,1.00 ,1.00 ,1,50
10331004579,Jeddah,1.00 ,1.00 ,1,50
10331004580,Jeddah,1.00 ,1.00 ,1,50
10331004581,Jeddah,1.00 ,1.00 ,1,50
10331004582,Jeddah,1.00 ,1.00 ,1,50
10331004583,Jeddah,1.00 ,1.00 ,1,50
10331004584,Jeddah,1.00 ,1.00 ,1,50
10331004585,Jeddah,1.00 ,1.00 ,1,50
10331004586,Jeddah,1.00 ,1.00 ,1,50
10331004587,Jeddah,1.00 ,1.00 ,1,50
10331004588,Jeddah,1.00 ,1.00 ,1,50
10331004591,Jeddah,1.00 ,1.00 ,1,50
10331004596,Jeddah,1.00 ,1.00 ,1,50
10331004597,Jeddah,1.00 ,1.00 ,1,50
10331004598,Jeddah,1.00 ,1.00 ,1,50
10331004599,Jeddah,1.00 ,1.00 ,1,50
10331004600,Jeddah,1.00 ,1.00 ,1,50
10331004601,Jeddah,1.00 ,1.00 ,1,50
10331004602,Jeddah,1.00 ,1.00 ,1,50
10331004603,Jeddah,1.00 ,1.00 ,1,50
10331004604,Jeddah,1.00 ,1.00 ,1,50
10331004605,Jeddah,1.00 ,1.00 ,1,50
10331004606,Jeddah,1.00 ,1.00 ,1,50
10331004607,Jeddah,1.00 ,1.00 ,1,50
10331004608,Jeddah,1.00 ,1.00 ,1,50
10331004609,Jeddah,1.00 ,1.00 ,1,50
10331004611,Jeddah,1.00 ,1.00 ,1,50
10331004612,Jeddah,1.00 ,1.00 ,1,50
10331004613,Jeddah,1.00 ,1.00 ,1,50
10331004614,Jeddah,1.00 ,1.00 ,1,50
10331004616,Jeddah,1.00 ,1.00 ,1,50
10331004618,Jeddah,1.00 ,1.00 ,1,50
10331004619,Jeddah,1.00 ,1.00 ,1,50
10331004620,Jeddah,1.00 ,1.00 ,1,50
10331004621,Jeddah,1.00 ,1.00 ,1,50
10331004622,Jeddah,1.00 ,1.00 ,1,50
10331004623,Jeddah,1.00 ,1.00 ,1,50
10331004624,Jeddah,1.00 ,1.00 ,1,50
10331004625,Jeddah,1.00 ,1.00 ,1,50
10331004626,Jeddah,1.00 ,1.00 ,1,50
10331004627,Jeddah,1.00 ,1.00 ,1,50
10331004629,Jeddah,1.00 ,1.00 ,1,50
10331004630,Jeddah,1.00 ,1.00 ,1,50
10331004631,Jeddah,1.00 ,1.00 ,1,50
10331004633,Jeddah,1.00 ,1.00 ,1,50
10331004634,Jeddah,1.00 ,1.00 ,1,50
10331004635,Jeddah,1.00 ,1.00 ,1,50
10331004636,Jeddah,1.00 ,1.00 ,1,50
10331004637,Jeddah,1.00 ,1.00 ,1,50
10331004638,Jeddah,1.00 ,1.00 ,1,50
10331004639,Jeddah,1.00 ,1.00 ,1,50
10331004640,Jeddah,1.00 ,1.00 ,1,50
10331004641,Jeddah,1.00 ,1.00 ,1,50
10331004642,Jeddah,1.00 ,1.00 ,1,50
10331004643,Jeddah,1.00 ,1.00 ,1,50
10331004644,Jeddah,1.00 ,1.00 ,1,50
10331004645,Jeddah,1.00 ,1.00 ,1,50
10331004646,Jeddah,1.00 ,1.00 ,1,50
10331004647,Jeddah,1.00 ,1.00 ,1,50
10331004648,Jeddah,1.00 ,1.00 ,1,50
10331004649,Jeddah,1.00 ,1.00 ,1,50
10331004650,Jeddah,1.00 ,1.00 ,1,50
10331004651,Jeddah,1.00 ,1.00 ,1,50
10331004652,Jeddah,1.00 ,1.00 ,1,50
10331004653,Jeddah,1.00 ,1.00 ,1,50
10331004654,Jeddah,1.00 ,1.00 ,1,50
10331004655,Jeddah,1.00 ,1.00 ,1,50
10331004656,Jeddah,1.00 ,1.00 ,1,50
10331004657,Jeddah,1.00 ,1.00 ,1,50
10331004658,Jeddah,1.00 ,1.00 ,1,50
10331004659,Jeddah,1.00 ,1.00 ,1,50
10331004660,Jeddah,1.00 ,1.00 ,1,50
10331004661,Jeddah,1.00 ,1.00 ,1,50
10331004662,Jeddah,1.00 ,1.00 ,1,50
10331004663,Jeddah,1.00 ,1.00 ,1,50
10331004664,Jeddah,1.00 ,1.00 ,1,50
